plan,monthlyPrice,tenureMonths,outages,complaints,supportCalls,latePayments,competitorAvailable,monthlyContract,speedMbps,avgMonthlyUsageGb,recentPlanChange,contractRenewalDue,region,churn
Premium,1499,26,8,2,0,0,1,1,500,252,False,False,West,1
Ultra,2499,7,8,6,5,3,0,1,1000,112,False,True,South,1
Premium,1499,32,4,1,2,2,0,0,500,266,False,False,East,0
Basic,699,1,0,7,7,3,0,0,100,112,True,False,East,1
Ultra,2499,6,2,0,2,5,1,0,1000,136,False,False,South,1
Basic,699,13,4,2,4,2,1,1,100,248,False,False,East,1
Basic,699,29,8,6,2,1,1,0,100,292,False,False,West,1
Basic,699,50,1,7,0,5,1,0,100,256,False,True,South,0
Premium,1499,6,4,5,6,1,1,0,500,169,False,True,East,1
Premium,1499,23,8,1,1,2,1,1,500,143,False,False,West,1
Plus,999,39,1,6,0,5,1,1,200,270,True,False,South,0
Basic,699,46,4,5,4,0,1,0,100,154,False,True,South,1
Basic,699,44,3,6,6,1,0,0,100,82,False,False,West,1
Premium,1499,41,0,7,8,4,0,0,500,129,False,True,East,1
Ultra,2499,19,6,3,3,5,0,1,1000,148,False,True,North,0
Ultra,2499,20,4,0,8,4,0,1,1000,179,False,False,West,0
Basic,699,39,2,0,1,4,0,1,100,153,False,True,South,1
Plus,999,52,6,6,1,0,1,1,200,202,False,False,East,1
Ultra,2499,16,2,1,1,4,1,0,1000,189,False,False,South,1
Premium,1499,15,7,0,7,3,1,1,500,82,False,False,North,1
Plus,999,59,3,1,7,0,1,1,200,103,False,False,East,0
Premium,1499,27,7,6,6,1,1,0,500,128,False,False,West,0
Premium,1499,15,0,2,6,0,1,0,500,246,True,False,West,1
Ultra,2499,34,6,0,5,0,1,0,1000,72,True,False,West,0
Premium,1499,3,2,1,6,2,0,0,500,201,True,True,North,1
Plus,999,4,3,0,2,2,0,0,200,50,False,False,South,0
Ultra,2499,49,5,7,5,1,0,0,1000,175,False,True,West,1
Ultra,2499,23,7,4,5,2,1,0,1000,26,True,False,East,1
Premium,1499,15,8,1,1,4,0,0,500,190,False,False,East,1
Plus,999,19,4,5,6,3,0,0,200,228,False,False,South,1
Ultra,2499,4,5,6,6,0,0,1,1000,124,True,False,South,1
Ultra,2499,2,7,0,4,3,0,1,1000,152,False,False,South,1
Basic,699,24,8,5,0,0,1,0,100,277,False,True,South,1
Basic,699,28,7,1,5,3,0,1,100,210,False,False,East,1
Premium,1499,20,1,3,3,4,1,1,500,141,False,False,West,0
Premium,1499,14,1,5,7,4,0,1,500,296,False,True,North,1
Ultra,2499,28,4,6,3,3,1,1,1000,293,False,False,South,0
Ultra,2499,17,8,7,6,4,0,1,1000,272,False,True,South,0
Ultra,2499,55,7,1,8,2,0,0,1000,221,False,True,South,1
Premium,1499,28,7,3,3,1,0,1,500,80,False,False,South,1
Ultra,2499,19,4,0,2,4,0,1,1000,250,False,True,West,0
Ultra,2499,25,2,4,2,3,1,0,1000,75,False,False,South,1
Premium,1499,42,2,0,2,1,0,0,500,173,False,False,North,1
Plus,999,15,2,4,4,1,0,1,200,246,False,True,South,0
Basic,699,52,7,5,5,0,1,1,100,309,False,True,West,1
Ultra,2499,21,6,1,3,4,0,0,1000,155,True,False,West,1
Plus,999,14,2,2,6,5,0,0,200,161,False,False,South,1
Basic,699,27,8,0,6,3,1,1,100,247,True,False,North,1
Premium,1499,4,3,6,0,2,1,0,500,97,False,False,South,1
Basic,699,47,0,7,4,5,0,0,100,227,False,False,West,1
Premium,1499,33,2,6,7,3,0,1,500,242,False,True,West,1
Basic,699,54,0,3,6,1,1,1,100,184,False,False,West,1
Premium,1499,37,7,4,5,4,1,0,500,267,True,False,West,1
Premium,1499,54,1,4,8,3,0,1,500,155,False,True,East,1
Plus,999,10,6,6,4,1,0,0,200,206,False,False,East,0
Basic,699,9,1,2,8,4,0,0,100,138,False,False,East,1
Basic,699,1,1,2,7,3,0,0,100,151,False,False,East,0
Premium,1499,12,2,5,6,5,1,1,500,217,True,False,South,1
Plus,999,14,7,7,0,2,1,0,200,160,False,True,North,0
Plus,999,45,4,5,6,2,1,1,200,216,False,False,East,1
Ultra,2499,40,4,6,3,5,0,0,1000,332,False,False,West,1
Ultra,2499,52,1,0,8,0,0,1,1000,139,True,False,North,1
Premium,1499,23,5,7,8,3,1,1,500,173,False,False,West,1
Premium,1499,57,7,5,1,1,1,1,500,258,False,True,North,1
Ultra,2499,22,8,6,8,1,1,0,1000,128,False,False,East,1
Basic,699,10,2,4,4,2,0,1,100,183,False,True,South,1
Ultra,2499,59,8,6,0,4,0,1,1000,137,False,False,North,1
Plus,999,27,3,0,4,2,0,0,200,201,False,False,South,1
Premium,1499,47,0,3,0,4,1,0,500,321,False,False,North,1
Ultra,2499,41,1,7,7,4,1,0,1000,152,False,False,South,1
Basic,699,14,5,6,4,4,0,1,100,204,False,True,South,1
Ultra,2499,49,7,4,8,0,1,1,1000,204,False,False,East,1
Premium,1499,38,8,0,2,5,1,0,500,215,True,False,East,1
Basic,699,52,3,1,5,4,0,1,100,219,False,False,North,1
Premium,1499,10,0,3,1,4,1,1,500,275,False,False,West,1
Premium,1499,8,4,1,8,3,1,0,500,400,False,False,South,0
Premium,1499,51,8,6,8,2,0,1,500,197,True,False,South,1
Ultra,2499,2,5,6,4,1,1,1,1000,218,False,False,South,1
Ultra,2499,13,0,6,6,1,0,0,1000,314,False,False,North,1
Plus,999,19,2,6,5,2,1,1,200,61,False,False,North,0
Plus,999,16,2,7,2,1,1,0,200,41,False,False,North,0
Plus,999,15,7,0,0,5,1,1,200,35,False,False,West,1
Premium,1499,52,7,7,5,5,1,0,500,34,False,False,West,1
Plus,999,38,8,1,8,4,0,1,200,295,False,False,North,1
Basic,699,21,7,0,8,4,1,1,100,119,False,False,West,1
Plus,999,33,4,7,6,1,0,0,200,181,False,False,West,1
Plus,999,38,6,1,2,0,0,1,200,84,False,False,North,1
Ultra,2499,55,1,2,0,5,1,0,1000,20,False,False,North,0
Basic,699,30,2,3,7,1,0,1,100,145,False,False,South,1
Ultra,2499,43,4,7,0,1,1,0,1000,181,False,False,West,0
Plus,999,13,5,5,7,0,1,1,200,111,False,True,South,1
Plus,999,7,5,5,5,5,0,1,200,174,False,False,East,1
Basic,699,34,7,3,8,2,1,1,100,146,True,False,South,1
Basic,699,20,1,4,7,0,0,0,100,143,False,False,East,0
Plus,999,26,8,7,1,2,1,0,200,331,False,False,West,0
Ultra,2499,40,7,0,2,1,1,1,1000,50,False,False,East,1
Ultra,2499,37,4,0,3,3,1,1,1000,132,False,True,South,0
Premium,1499,31,3,7,8,5,0,0,500,125,False,False,East,1
Plus,999,39,2,7,3,0,1,0,200,291,False,True,North,1
Premium,1499,59,4,2,3,1,0,1,500,240,True,False,East,1
Premium,1499,41,4,3,6,3,0,1,500,99,False,False,West,0
Premium,1499,25,2,1,5,5,1,1,500,123,False,False,West,1
Basic,699,28,1,7,0,2,0,0,100,216,False,True,North,1
Basic,699,42,4,1,3,2,1,1,100,178,False,False,East,0
Plus,999,45,7,7,4,0,0,0,200,194,False,False,South,0
Basic,699,52,2,6,5,5,0,1,100,66,False,True,South,1
Ultra,2499,30,1,6,6,3,1,0,1000,245,True,False,West,0
Premium,1499,12,0,2,2,1,0,1,500,229,False,False,North,0
Plus,999,47,7,6,8,1,1,1,200,172,False,False,North,1
Ultra,2499,40,1,5,2,5,1,1,1000,128,False,True,East,1
Plus,999,14,3,5,1,3,1,1,200,212,False,False,East,1
Ultra,2499,53,0,1,8,3,0,1,1000,108,False,False,North,1
Premium,1499,48,6,5,5,4,0,0,500,282,False,False,East,1
Premium,1499,39,0,0,3,4,1,0,500,247,False,False,East,1
Plus,999,54,4,4,4,4,1,1,200,232,True,False,South,1
Premium,1499,31,3,3,1,2,1,1,500,113,False,False,North,1
Ultra,2499,19,3,2,5,0,0,1,1000,110,False,False,West,1
Premium,1499,14,1,2,0,2,0,1,500,193,False,False,West,1
Plus,999,4,8,5,8,0,0,0,200,96,False,False,South,1
Plus,999,38,1,5,1,0,1,0,200,220,False,False,South,1
Basic,699,32,8,1,8,3,0,0,100,72,False,False,East,1
Plus,999,22,7,0,6,5,0,0,200,148,False,False,South,1
Basic,699,24,4,2,3,0,1,0,100,154,True,True,South,0
Ultra,2499,56,5,5,0,5,1,0,1000,152,True,False,North,1
Plus,999,2,6,6,7,0,0,1,200,224,True,False,South,1
Ultra,2499,28,3,3,8,1,0,0,1000,297,False,False,North,0
Plus,999,56,2,2,2,0,1,1,200,271,True,True,North,0
Basic,699,49,3,4,8,2,0,0,100,240,False,True,South,1
Ultra,2499,8,3,2,3,5,1,1,1000,259,False,False,East,1
Plus,999,20,2,6,4,2,1,1,200,103,False,True,West,1
Premium,1499,12,0,5,3,3,1,1,500,172,False,False,South,1
Premium,1499,12,7,3,5,3,0,1,500,266,False,False,West,1
Premium,1499,37,1,4,7,3,0,1,500,221,False,False,North,1
Ultra,2499,27,4,1,4,3,1,0,1000,170,False,False,East,1
Ultra,2499,50,4,6,6,5,1,0,1000,74,False,False,West,1
Premium,1499,48,3,2,4,1,1,1,500,274,False,True,North,1
Basic,699,11,7,6,3,5,0,1,100,175,False,False,East,1
Premium,1499,33,6,3,0,3,0,1,500,159,False,True,West,1
Plus,999,40,8,1,6,0,1,0,200,165,False,False,North,1
Plus,999,45,7,1,0,1,0,1,200,260,False,False,West,1
Plus,999,50,0,1,4,4,1,1,200,289,False,False,North,1
Plus,999,25,4,3,1,1,0,1,200,294,False,True,East,0
Ultra,2499,26,2,5,4,1,0,1,1000,163,False,False,West,1
Plus,999,39,1,7,2,5,1,0,200,148,False,False,East,1
Basic,699,43,1,2,6,5,1,1,100,137,False,True,West,1
Basic,699,27,8,3,3,2,0,0,100,247,True,False,North,1
Basic,699,8,6,3,4,5,0,0,100,201,False,True,East,1
Ultra,2499,54,7,3,4,4,0,1,1000,118,True,False,East,1
Basic,699,5,6,7,3,0,0,1,100,128,False,True,West,1
Premium,1499,38,1,0,0,2,0,0,500,162,True,False,West,0
Basic,699,26,8,0,1,4,0,0,100,254,False,True,South,1
Premium,1499,20,8,4,2,0,0,1,500,172,False,False,West,1
Basic,699,32,1,3,8,3,0,0,100,176,False,False,North,1
Basic,699,14,2,1,4,0,0,1,100,242,False,False,North,1
Basic,699,19,1,1,2,4,1,1,100,223,False,False,North,1
Plus,999,28,7,5,7,3,1,1,200,206,False,True,North,1
Ultra,2499,20,1,6,1,4,1,0,1000,73,False,True,East,1
Basic,699,5,3,1,5,1,1,0,100,207,False,False,South,1
Ultra,2499,36,4,5,5,1,1,0,1000,143,False,False,East,0
Basic,699,9,5,4,7,5,0,1,100,175,False,False,East,1
Premium,1499,28,6,4,8,4,0,0,500,186,True,True,East,1
Premium,1499,43,6,3,5,2,1,0,500,249,False,True,North,1
Ultra,2499,26,2,5,6,2,0,1,1000,216,False,True,North,1
Basic,699,19,4,1,3,0,1,1,100,134,False,False,West,0
Basic,699,57,0,0,6,3,0,1,100,180,False,False,North,1
Plus,999,1,7,6,2,1,0,0,200,161,False,False,South,1
Plus,999,36,2,2,2,4,0,1,200,149,True,False,East,0
Plus,999,23,4,0,0,2,0,0,200,159,False,False,West,1
Basic,699,15,5,1,1,1,1,0,100,249,False,False,East,1
Ultra,2499,60,2,2,8,4,0,0,1000,72,False,False,North,1
Premium,1499,32,8,0,7,4,0,0,500,146,True,False,North,1
Premium,1499,7,4,5,3,2,0,1,500,167,False,True,North,0
Premium,1499,19,7,6,7,2,0,0,500,179,True,False,South,1
Plus,999,49,5,7,8,5,0,0,200,306,False,False,North,1
Basic,699,15,7,4,3,5,1,0,100,199,False,False,East,0
Ultra,2499,51,5,4,0,4,1,0,1000,120,False,False,West,1
Ultra,2499,37,0,4,5,1,1,0,1000,146,False,False,West,1
Ultra,2499,16,3,7,4,2,1,0,1000,344,True,False,West,1
Plus,999,27,8,1,4,4,0,0,200,150,False,False,East,1
Ultra,2499,40,2,6,4,2,1,1,1000,207,False,False,South,1
Basic,699,35,4,2,3,5,0,1,100,269,True,False,North,1
Premium,1499,6,7,2,4,0,1,1,500,20,False,False,North,1
Premium,1499,21,7,4,0,3,0,1,500,256,False,False,South,1
Premium,1499,29,0,3,3,1,0,1,500,20,False,False,South,0
Basic,699,21,8,2,8,3,0,0,100,197,False,False,South,1
Ultra,2499,12,1,7,2,0,1,1,1000,111,False,False,South,1
Basic,699,27,7,2,1,2,0,0,100,187,False,False,South,1
Basic,699,26,3,2,5,0,0,0,100,214,False,False,North,1
Premium,1499,1,2,2,0,3,0,0,500,120,True,True,South,1
Plus,999,32,7,1,0,0,0,0,200,162,False,False,East,1
Ultra,2499,10,2,5,6,5,1,1,1000,235,True,False,East,0
Premium,1499,1,7,2,3,0,1,1,500,183,False,False,South,1
Basic,699,25,7,7,8,0,1,1,100,309,False,False,East,1
Ultra,2499,1,1,4,5,1,0,0,1000,202,False,False,West,0
Ultra,2499,22,0,5,2,5,1,1,1000,20,True,True,South,1
Premium,1499,31,8,0,6,5,0,0,500,179,True,True,North,1
Ultra,2499,2,6,7,6,1,1,0,1000,83,True,True,West,1
Premium,1499,38,2,1,2,3,1,1,500,310,False,False,North,1
Plus,999,39,4,3,0,0,0,0,200,199,False,False,South,1
Plus,999,56,3,1,3,1,1,1,200,70,False,False,West,1
Plus,999,9,7,4,1,3,0,1,200,137,False,False,East,0
Plus,999,3,1,1,4,5,0,1,200,70,False,True,West,1
Plus,999,28,7,3,5,0,0,1,200,280,False,False,East,1
Plus,999,32,5,6,5,3,1,1,200,281,False,False,East,1
Plus,999,11,4,4,5,0,0,1,200,51,False,True,North,0
Plus,999,37,6,5,6,4,1,0,200,138,True,False,West,1
Ultra,2499,57,6,7,2,4,0,1,1000,181,False,False,South,1
Premium,1499,56,2,1,2,4,0,1,500,191,False,False,East,0
Plus,999,10,3,4,7,3,0,1,200,214,False,False,West,0
Plus,999,24,1,4,0,3,0,0,200,255,False,False,South,1
Ultra,2499,36,2,3,3,3,0,0,1000,194,False,False,East,1
Ultra,2499,32,6,7,0,3,0,1,1000,196,False,False,West,1
Basic,699,5,2,2,0,0,1,1,100,121,True,False,South,1
Plus,999,28,7,6,0,4,0,1,200,173,False,False,North,1
Ultra,2499,1,5,4,4,3,0,0,1000,249,False,False,West,1
Basic,699,8,3,2,4,4,1,0,100,233,False,False,East,1
Basic,699,5,1,5,4,3,0,1,100,175,False,False,North,1
Basic,699,14,8,0,4,2,0,0,100,200,False,False,North,1
Ultra,2499,58,8,5,1,5,0,1,1000,101,False,False,North,1
Plus,999,31,4,7,5,2,0,0,200,170,True,False,North,0
Premium,1499,25,4,7,1,3,1,1,500,84,True,False,North,1
Ultra,2499,51,1,6,8,5,0,1,1000,38,False,False,North,1
Ultra,2499,28,8,6,1,0,1,1,1000,138,False,False,South,1
Plus,999,27,1,7,0,5,1,0,200,175,False,False,South,1
Premium,1499,23,8,1,5,3,1,1,500,326,False,False,South,1
Plus,999,16,8,2,4,1,1,1,200,261,False,True,West,1
Basic,699,5,5,4,6,3,1,0,100,125,True,False,South,1
Premium,1499,14,2,7,2,3,1,1,500,147,False,False,South,1
Basic,699,41,5,0,2,2,0,1,100,285,False,False,South,1
Ultra,2499,53,3,0,8,4,1,0,1000,215,False,False,West,1
Plus,999,36,2,7,7,3,1,0,200,76,True,False,East,1
Plus,999,45,7,6,3,0,0,0,200,264,False,True,North,1
Plus,999,46,4,2,3,2,1,1,200,106,False,False,North,1
Ultra,2499,55,7,7,1,4,1,0,1000,111,False,False,West,1
Premium,1499,46,6,5,6,3,1,1,500,150,False,False,West,1
Plus,999,13,4,4,0,0,1,0,200,111,True,False,East,0
Ultra,2499,44,5,3,7,4,0,0,1000,88,True,True,North,1
Plus,999,40,0,7,0,2,1,1,200,135,False,False,North,1
Basic,699,6,5,0,1,0,0,1,100,166,False,False,West,1
Basic,699,9,6,5,8,4,0,1,100,183,False,False,West,1
Plus,999,15,5,4,8,4,0,1,200,214,False,True,South,1
Ultra,2499,31,1,4,6,1,1,1,1000,151,False,False,South,1
Basic,699,57,3,1,7,5,0,1,100,101,False,True,South,1
Premium,1499,17,2,7,2,2,0,0,500,190,False,False,South,1
Ultra,2499,43,0,1,4,5,1,0,1000,178,False,False,East,1
Plus,999,32,1,6,3,5,0,0,200,265,False,False,West,0
Plus,999,25,3,0,1,0,0,0,200,126,False,False,South,1
Ultra,2499,34,1,0,4,4,0,0,1000,138,False,False,South,1
Premium,1499,5,5,2,0,4,0,0,500,298,False,False,West,1
Basic,699,16,6,6,2,4,0,0,100,227,True,True,West,1
Premium,1499,55,4,7,4,3,0,1,500,232,False,True,North,1
Premium,1499,44,8,3,3,0,1,1,500,213,False,False,East,0
Basic,699,36,1,4,2,5,1,0,100,63,False,False,East,1
Basic,699,26,7,6,7,5,0,1,100,35,False,False,South,1
Plus,999,27,3,6,8,4,1,0,200,245,True,False,South,1
Ultra,2499,12,2,2,6,3,1,1,1000,316,False,False,North,1
Plus,999,29,6,1,6,2,0,0,200,134,False,False,North,1
Plus,999,52,5,1,2,2,1,1,200,176,False,True,East,0
Ultra,2499,25,4,0,8,1,1,0,1000,114,False,False,East,1
Ultra,2499,7,6,5,7,4,0,0,1000,37,False,True,East,1
Premium,1499,52,1,7,1,5,0,1,500,162,False,True,East,1
Basic,699,46,2,4,4,4,0,1,100,208,False,False,East,1
Basic,699,41,3,0,2,4,0,0,100,195,True,False,South,1
Basic,699,5,8,6,0,3,1,0,100,221,False,False,West,1
Premium,1499,10,2,2,3,1,1,0,500,201,False,False,North,1
Basic,699,1,7,3,0,1,1,0,100,199,False,False,West,1
Ultra,2499,24,3,7,4,0,1,1,1000,138,False,False,East,1
Premium,1499,58,6,7,4,0,1,1,500,143,False,False,East,1
Premium,1499,15,4,5,1,2,1,1,500,132,False,False,West,1
Plus,999,43,4,3,4,4,0,1,200,58,False,False,South,0
Ultra,2499,14,6,6,4,4,1,0,1000,103,True,False,West,1
Ultra,2499,1,8,4,3,1,1,0,1000,249,False,False,East,1
Ultra,2499,39,5,0,5,0,1,1,1000,20,False,False,North,1
Premium,1499,26,7,2,0,0,1,0,500,200,False,False,South,1
Ultra,2499,29,3,7,2,4,1,1,1000,190,False,False,North,1
Basic,699,5,6,2,5,4,1,0,100,133,False,False,North,1
Premium,1499,2,2,1,4,1,1,0,500,137,False,True,West,1
Plus,999,53,3,7,5,1,0,0,200,131,True,True,East,1
Premium,1499,56,2,6,5,1,1,1,500,190,True,False,West,0
Premium,1499,8,0,5,7,1,0,1,500,216,False,False,North,1
Ultra,2499,3,1,3,5,0,0,1,1000,202,False,False,East,0
Premium,1499,49,3,7,0,3,0,1,500,238,False,False,West,1
Plus,999,29,4,6,1,1,0,1,200,116,False,False,West,1
Plus,999,49,6,4,1,1,1,0,200,255,False,False,West,1
Basic,699,38,0,6,3,0,1,0,100,214,True,False,East,0
Ultra,2499,48,7,0,4,2,0,1,1000,118,False,False,South,0
Plus,999,59,6,7,3,5,0,0,200,171,False,True,South,1
Basic,699,20,8,5,1,5,1,0,100,171,True,False,South,1
Premium,1499,3,2,2,3,0,0,1,500,217,True,False,East,1
Ultra,2499,12,1,1,5,2,0,1,1000,133,False,True,North,1
Plus,999,42,4,3,6,4,1,0,200,105,False,True,North,1
Plus,999,43,7,7,1,5,0,1,200,194,True,True,North,0
Ultra,2499,39,2,6,5,0,1,0,1000,198,False,False,West,1
Basic,699,48,0,7,3,4,0,0,100,155,True,False,West,1
Basic,699,51,5,7,3,5,1,1,100,275,False,True,North,1
Ultra,2499,32,0,7,4,2,0,1,1000,267,False,True,East,1
Basic,699,52,2,0,2,5,1,0,100,116,False,False,North,0
Premium,1499,41,5,0,2,4,1,1,500,204,False,False,South,1
Basic,699,18,0,3,4,3,1,1,100,187,False,True,South,1
Ultra,2499,35,8,1,0,0,0,0,1000,55,False,True,East,1
Plus,999,18,6,0,1,4,1,0,200,195,True,True,South,1
Plus,999,12,0,3,1,5,1,0,200,141,False,False,South,1
Basic,699,16,8,1,7,1,1,0,100,262,False,False,East,1
Ultra,2499,31,2,0,0,0,1,0,1000,156,True,False,North,0
Ultra,2499,59,0,7,1,3,0,1,1000,85,False,False,North,0
Premium,1499,7,2,3,7,0,1,0,500,218,False,False,North,1
Premium,1499,24,4,5,6,4,1,0,500,44,False,False,West,1
Plus,999,30,6,7,1,1,1,1,200,118,False,False,West,1
Ultra,2499,16,5,6,1,1,1,1,1000,213,False,False,South,0
Premium,1499,24,7,3,7,0,0,1,500,145,False,False,North,1
Plus,999,14,4,6,1,2,1,1,200,260,False,True,West,1
Plus,999,1,4,1,1,3,1,0,200,268,False,True,North,1
Premium,1499,33,3,1,6,4,1,0,500,99,False,False,West,1
Premium,1499,25,5,6,8,4,1,1,500,71,False,True,South,1
Premium,1499,35,3,7,3,3,0,0,500,263,False,False,South,1
Plus,999,50,1,2,7,0,1,1,200,239,False,False,North,0
Basic,699,25,2,1,1,4,1,0,100,139,True,True,West,1
Plus,999,2,1,1,7,5,1,0,200,239,False,False,West,1
Premium,1499,54,7,4,7,4,0,1,500,187,True,False,North,1
Basic,699,18,8,6,5,3,1,0,100,202,False,False,North,0
Basic,699,28,1,7,3,5,1,1,100,270,False,True,West,1
Basic,699,11,7,5,5,3,0,1,100,239,True,False,West,1
Basic,699,6,3,0,6,4,0,0,100,147,True,True,North,1
Ultra,2499,32,5,3,2,0,1,0,1000,82,False,False,West,0
Plus,999,5,7,5,4,4,0,0,200,96,False,False,North,1
Plus,999,39,5,4,5,4,1,0,200,120,False,False,South,1
Basic,699,10,7,4,3,4,0,0,100,177,False,False,East,1
Premium,1499,5,2,5,8,0,1,1,500,209,False,False,North,0
Plus,999,46,3,6,0,0,1,0,200,241,False,False,East,1
Plus,999,47,8,4,5,1,0,1,200,207,False,False,South,1
Ultra,2499,39,6,5,0,5,1,1,1000,138,False,False,West,1
Premium,1499,59,0,2,1,3,1,0,500,239,False,False,North,1
Basic,699,5,3,3,7,1,1,1,100,123,True,False,North,1
Plus,999,46,4,0,2,2,0,0,200,28,False,False,East,1
Plus,999,52,0,6,3,1,0,1,200,112,False,False,North,0
Basic,699,42,4,4,4,1,1,1,100,69,True,False,North,1
Premium,1499,16,5,0,4,3,1,1,500,165,False,False,North,1
Ultra,2499,43,1,5,6,2,0,1,1000,228,True,False,South,1
Basic,699,58,3,7,0,2,1,0,100,226,False,False,North,1
Basic,699,33,2,6,1,5,0,0,100,96,False,False,East,1
Plus,999,48,2,0,2,1,1,1,200,138,False,False,West,1
Plus,999,37,5,3,3,4,1,0,200,167,False,True,North,1
Plus,999,39,0,3,4,1,1,0,200,150,False,False,South,1
Plus,999,18,6,3,3,2,0,0,200,204,False,False,North,0
Ultra,2499,28,4,0,8,3,1,1,1000,145,True,True,South,1
Plus,999,36,5,5,0,3,1,0,200,214,False,False,East,1
Premium,1499,39,4,7,0,1,1,1,500,262,False,True,North,1
Ultra,2499,26,5,0,4,3,0,0,1000,82,True,False,East,1
Ultra,2499,14,4,4,6,5,1,1,1000,176,False,False,East,1
Ultra,2499,45,1,7,0,3,0,0,1000,191,False,False,North,1
Plus,999,52,8,4,7,0,1,1,200,215,False,False,West,1
Basic,699,42,5,1,8,5,1,0,100,231,False,False,East,1
Plus,999,14,4,3,5,4,1,1,200,195,True,False,East,1
Basic,699,42,5,6,6,5,0,1,100,164,False,True,East,1
Ultra,2499,5,7,2,5,3,0,1,1000,107,False,False,East,1
Plus,999,35,5,7,6,5,0,1,200,52,False,False,North,1
Plus,999,34,4,3,6,4,0,1,200,205,False,False,South,1
Basic,699,2,1,2,7,4,1,1,100,172,True,False,South,1
Premium,1499,42,8,5,2,5,1,1,500,208,False,False,West,1
Plus,999,25,5,6,2,0,0,1,200,277,False,False,East,1
Premium,1499,26,8,6,3,1,0,0,500,241,False,True,South,1
Ultra,2499,6,7,0,7,1,0,1,1000,174,False,False,West,1
Ultra,2499,12,6,2,6,1,1,1,1000,109,False,False,West,1
Premium,1499,51,7,5,4,5,1,0,500,142,False,False,East,1
Premium,1499,55,3,7,7,2,0,0,500,105,False,False,West,1
Premium,1499,56,2,0,7,3,1,1,500,117,True,False,East,1
Basic,699,5,5,7,3,5,0,0,100,235,False,True,North,1
Basic,699,37,4,0,6,2,1,1,100,239,False,True,East,1
Premium,1499,16,8,5,6,2,0,1,500,281,False,False,South,0
Ultra,2499,3,0,0,4,3,0,0,1000,138,True,False,East,1
Premium,1499,53,6,1,1,4,1,1,500,236,False,True,North,1
Premium,1499,33,3,7,4,3,1,0,500,127,False,False,West,1
Basic,699,33,6,7,0,2,1,1,100,97,False,False,West,1
Plus,999,46,0,5,2,2,1,1,200,140,False,False,North,1
Basic,699,18,2,3,3,0,0,0,100,194,False,False,North,1
Ultra,2499,44,3,6,2,1,0,1,1000,179,True,True,North,1
Ultra,2499,3,4,7,4,3,0,0,1000,166,False,False,East,1
Premium,1499,11,4,7,4,2,0,0,500,251,False,False,East,1
Plus,999,59,3,7,3,2,0,1,200,147,False,False,West,1
Basic,699,14,1,3,5,0,0,0,100,137,True,False,South,1
Ultra,2499,50,5,1,5,1,1,0,1000,218,False,False,East,1
Basic,699,52,8,4,1,1,1,1,100,179,False,False,North,1
Premium,1499,49,2,3,8,1,0,0,500,160,False,False,North,1
Basic,699,47,0,3,8,0,1,1,100,209,False,True,South,1
Plus,999,7,5,7,3,0,0,0,200,164,True,False,West,0
Premium,1499,6,1,4,6,0,0,0,500,294,True,False,East,1
Basic,699,5,5,3,0,1,0,1,100,103,False,False,North,1
Basic,699,58,0,6,5,4,1,1,100,155,False,False,West,1
Premium,1499,21,4,1,8,5,0,0,500,228,True,False,East,1
Basic,699,27,4,1,1,0,1,0,100,184,False,False,West,0
Basic,699,2,0,2,2,5,1,0,100,280,False,True,South,1
Plus,999,10,1,7,5,5,1,0,200,183,False,False,West,0
Basic,699,34,3,4,7,4,0,0,100,260,True,False,South,1
Premium,1499,32,2,2,8,5,1,0,500,178,False,True,North,1
Ultra,2499,59,4,5,7,5,0,1,1000,148,False,False,North,1
Premium,1499,6,4,5,2,5,0,1,500,117,False,False,North,1
Plus,999,59,8,6,0,3,0,1,200,204,False,True,South,1
Ultra,2499,51,5,4,7,2,1,1,1000,133,False,False,East,1
Basic,699,17,1,5,6,3,1,0,100,256,True,False,East,1
Premium,1499,28,2,3,8,4,1,1,500,71,False,False,West,1
Plus,999,5,3,6,0,3,0,0,200,207,False,True,North,0
Plus,999,36,6,0,4,3,1,1,200,132,False,True,North,1
Basic,699,14,5,1,4,4,1,0,100,216,False,False,East,1
Basic,699,17,7,0,5,1,1,1,100,38,True,True,East,0
Ultra,2499,31,3,0,5,5,0,0,1000,236,False,False,North,1
Premium,1499,56,8,6,8,5,1,1,500,164,False,False,South,1
Plus,999,56,2,2,8,0,0,0,200,224,True,False,North,1
Premium,1499,28,8,4,6,3,1,1,500,82,False,False,West,1
Plus,999,31,4,4,5,4,1,1,200,66,True,True,South,1
Ultra,2499,21,5,5,2,4,1,1,1000,162,False,False,East,1
Basic,699,46,4,6,2,3,1,1,100,183,False,False,North,1
Ultra,2499,28,4,5,3,2,1,1,1000,229,False,True,East,1
Ultra,2499,20,1,6,7,4,1,0,1000,157,False,True,North,1
Plus,999,23,8,2,0,0,1,0,200,197,False,True,East,1
Plus,999,12,4,2,2,4,1,0,200,283,False,False,South,1
Ultra,2499,36,0,4,6,5,0,0,1000,140,False,False,North,1
Plus,999,13,4,0,1,2,0,1,200,230,False,False,West,1
Ultra,2499,7,5,5,4,2,1,0,1000,135,False,False,West,1
Ultra,2499,32,4,6,2,3,0,0,1000,120,False,False,West,0
Premium,1499,40,1,1,2,5,1,1,500,225,False,False,South,0
Premium,1499,48,0,2,1,2,1,0,500,213,False,False,West,1
