plan,monthlyPrice,tenureMonths,outages,complaints,supportCalls,latePayments,competitorAvailable,monthlyContract,speedMbps,churn
Premium,1499,54,9,7,1,2,1,1,500,1
Ultra,2499,53,9,8,3,4,1,1,1000,1
Ultra,2499,31,3,4,4,4,1,0,1000,0
Plus,999,47,6,6,1,4,1,1,200,1
Basic,699,27,4,8,1,1,1,1,100,1
Basic,699,16,0,1,7,4,1,1,100,0
Ultra,2499,50,6,4,6,0,0,0,1000,1
Plus,999,55,6,4,7,3,0,0,200,1
Basic,699,30,10,7,2,6,1,1,100,1
Basic,699,3,2,2,3,0,1,0,100,1
Premium,1499,45,5,8,6,2,1,0,500,1
Plus,999,53,3,3,2,1,1,0,200,0
Basic,699,40,8,6,3,0,1,1,100,1
Ultra,2499,52,9,5,8,3,0,1,1000,1
Ultra,2499,59,1,6,1,5,0,0,1000,1
Premium,1499,38,1,0,0,4,0,0,500,0
Premium,1499,31,1,3,3,1,1,1,500,0
Basic,699,13,8,8,5,0,1,0,100,1
Plus,999,39,8,6,5,2,1,1,200,1
Basic,699,2,9,2,4,3,1,1,100,1
Plus,999,47,3,7,4,4,1,0,200,1
Basic,699,5,8,2,0,1,1,0,100,1
Plus,999,30,4,2,4,5,0,0,200,0
Plus,999,14,9,0,6,5,0,1,200,1
Plus,999,13,6,8,0,0,0,0,200,1
Basic,699,13,6,8,6,3,1,0,100,1
Plus,999,20,4,8,7,6,0,0,200,1
Basic,699,46,3,7,6,2,0,1,100,1
Plus,999,10,5,2,6,3,1,0,200,1
Basic,699,55,4,4,7,6,1,1,100,0
Plus,999,24,7,8,4,5,0,0,200,1
Basic,699,31,5,5,2,0,1,1,100,1
Plus,999,50,4,5,3,5,0,0,200,1
Plus,999,52,0,7,8,4,1,1,200,1
Premium,1499,57,1,4,4,2,0,1,500,0
Ultra,2499,55,0,8,5,1,1,0,1000,1
Ultra,2499,22,0,0,6,1,0,1,1000,0
Plus,999,16,10,1,8,4,0,1,200,1
Plus,999,4,6,4,1,3,0,0,200,1
Premium,1499,49,2,2,2,5,0,0,500,0
Ultra,2499,14,0,4,3,6,0,0,1000,0
Plus,999,52,9,2,2,3,0,1,200,1
Ultra,2499,2,9,6,3,0,0,0,1000,1
Basic,699,40,2,6,0,1,1,0,100,1
Plus,999,10,9,7,8,2,0,0,200,1
Basic,699,54,4,0,3,3,1,0,100,0
Basic,699,14,6,7,0,5,0,0,100,1
Premium,1499,5,7,6,6,4,0,1,500,1
Basic,699,8,6,8,1,4,1,1,100,1
Premium,1499,46,3,8,2,5,1,1,500,1
Ultra,2499,7,7,3,3,1,1,0,1000,1
Ultra,2499,6,0,3,5,6,0,0,1000,0
Ultra,2499,52,10,7,0,2,1,1,1000,1
Basic,699,7,6,0,8,4,0,1,100,1
Ultra,2499,58,0,6,1,5,1,0,1000,1
Ultra,2499,14,1,2,6,5,0,0,1000,0
Premium,1499,22,9,6,5,2,0,1,500,1
Ultra,2499,40,6,8,5,4,0,1,1000,1
Premium,1499,7,2,5,6,3,1,0,500,1
Plus,999,28,0,1,6,5,1,0,200,0
Basic,699,4,0,5,4,2,0,0,100,1
Basic,699,6,4,7,6,4,0,0,100,1
Premium,1499,59,7,8,0,0,1,0,500,1
Basic,699,23,3,6,6,6,0,0,100,1
Plus,999,12,5,2,3,3,1,1,200,1
Plus,999,48,10,6,4,0,0,0,200,1
Plus,999,34,5,3,8,4,1,0,200,1
Ultra,2499,52,7,8,7,2,1,1,1000,1
Plus,999,27,8,0,3,5,1,0,200,1
Ultra,2499,8,9,4,6,0,1,1,1000,1
Premium,1499,38,5,7,8,0,1,1,500,1
Ultra,2499,28,9,5,4,4,0,1,1000,1
Ultra,2499,15,9,1,1,4,0,0,1000,1
Basic,699,48,3,8,5,4,0,1,100,1
Premium,1499,59,4,2,3,3,1,1,500,0
Ultra,2499,41,5,0,0,0,1,0,1000,1
Basic,699,5,7,4,5,6,0,1,100,1
Basic,699,53,6,3,0,4,0,0,100,1
Basic,699,49,9,6,4,0,0,0,100,1
Ultra,2499,33,10,2,0,5,1,1,1000,1
Basic,699,13,10,3,6,6,0,1,100,1
Premium,1499,27,8,2,6,2,1,1,500,1
Ultra,2499,51,4,5,8,2,0,0,1000,1
Premium,1499,5,2,5,1,1,0,1,500,1
Plus,999,36,2,1,1,0,0,1,200,0
Basic,699,13,0,8,3,2,1,0,100,1
Basic,699,49,10,7,6,5,0,0,100,1
Premium,1499,9,5,7,8,0,1,1,500,1
Ultra,2499,34,8,5,8,3,0,1,1000,1
Premium,1499,39,5,4,6,1,0,0,500,1
Premium,1499,22,10,2,1,1,1,1,500,1
Plus,999,17,6,8,4,6,0,0,200,1
Ultra,2499,48,4,4,3,1,1,0,1000,0
Premium,1499,19,8,4,4,1,1,1,500,1
Premium,1499,42,5,3,7,0,0,1,500,1
Basic,699,10,4,0,3,6,1,0,100,0
Plus,999,37,9,3,8,6,0,0,200,1
Basic,699,32,7,1,1,6,0,0,100,1
Ultra,2499,32,10,2,1,1,0,1,1000,1
Basic,699,10,6,1,5,3,1,0,100,1
Premium,1499,40,6,7,6,5,1,0,500,1
Premium,1499,15,8,0,0,0,0,1,500,1
Premium,1499,14,9,3,4,3,1,0,500,1
Plus,999,29,1,0,5,1,1,1,200,0
Premium,1499,39,10,3,5,4,1,0,500,1
Premium,1499,24,6,7,8,0,0,1,500,1
Ultra,2499,36,4,0,5,5,0,1,1000,0
Premium,1499,23,7,3,7,5,0,0,500,1
Ultra,2499,22,2,4,5,3,0,1,1000,0
Basic,699,53,10,4,7,6,1,0,100,1
Ultra,2499,60,1,1,5,3,0,1,1000,0
Ultra,2499,30,5,4,6,5,0,0,1000,1
Premium,1499,29,6,7,4,3,1,0,500,1
Premium,1499,36,7,0,1,0,0,0,500,1
Premium,1499,24,4,4,6,0,1,0,500,0
Basic,699,19,7,5,1,6,1,0,100,1
Plus,999,16,6,8,8,1,0,0,200,1
Premium,1499,56,0,3,1,0,0,1,500,0
Ultra,2499,29,6,0,0,3,1,0,1000,1
Ultra,2499,8,6,5,2,1,0,0,1000,1
Premium,1499,51,10,0,8,2,0,0,500,1
Premium,1499,26,3,4,4,6,0,0,500,0
Basic,699,17,2,3,1,1,1,0,100,0
Ultra,2499,39,6,5,0,2,1,0,1000,1
Basic,699,47,4,7,1,3,1,1,100,1
Plus,999,40,4,0,2,6,0,1,200,0
Basic,699,18,3,6,5,2,1,1,100,1
Plus,999,3,1,7,3,5,0,0,200,1
Plus,999,30,5,1,2,2,0,1,200,1
Premium,1499,10,7,8,5,5,0,1,500,1
Plus,999,41,5,4,5,6,0,0,200,1
Premium,1499,2,6,3,7,3,0,0,500,1
Premium,1499,29,6,4,1,2,1,1,500,1
Plus,999,39,5,0,5,2,1,1,200,1
Basic,699,28,10,6,2,6,1,1,100,1
Basic,699,48,7,0,1,3,1,0,100,1
Plus,999,56,6,5,1,0,1,0,200,1
Ultra,2499,25,8,7,3,5,0,1,1000,1
Plus,999,49,9,0,1,1,0,1,200,1
Basic,699,18,7,0,5,3,1,1,100,1
Ultra,2499,59,4,8,6,0,0,1,1000,1
Ultra,2499,50,1,1,1,0,0,0,1000,0
Ultra,2499,10,4,4,3,2,1,1,1000,0
Ultra,2499,13,8,3,2,3,1,0,1000,1
Basic,699,58,5,2,2,2,0,0,100,1
Plus,999,26,7,6,3,2,1,1,200,1
Plus,999,40,1,0,0,5,1,0,200,0
Ultra,2499,20,1,5,0,4,1,0,1000,1
Basic,699,31,2,7,0,2,1,0,100,1
Plus,999,59,6,5,0,6,1,0,200,1
Ultra,2499,7,10,4,8,3,0,0,1000,1
Basic,699,14,10,2,4,3,1,1,100,1
Premium,1499,29,9,5,8,1,0,1,500,1
Plus,999,56,8,4,6,0,0,0,200,1
Basic,699,21,9,0,3,5,1,1,100,1
Premium,1499,7,5,1,2,0,0,1,500,1
Ultra,2499,56,3,5,6,4,0,1,1000,1
Plus,999,17,5,4,5,5,0,0,200,1
Premium,1499,41,3,8,2,5,0,0,500,1
Plus,999,51,4,6,1,5,0,0,200,1
Premium,1499,39,9,7,4,0,0,0,500,1
Ultra,2499,4,10,2,4,2,0,0,1000,1
Plus,999,42,1,3,6,2,0,0,200,0
Ultra,2499,3,10,5,1,5,1,0,1000,1
Plus,999,53,8,4,8,1,1,1,200,1
Plus,999,12,6,6,0,0,1,0,200,1
Basic,699,4,0,0,0,6,1,1,100,1
Ultra,2499,40,9,2,4,4,1,0,1000,1
Plus,999,34,9,4,5,6,0,1,200,1
Plus,999,58,9,4,4,2,1,0,200,1
Premium,1499,28,5,6,5,0,1,1,500,1
Premium,1499,19,7,4,7,6,1,1,500,1
Ultra,2499,5,5,4,1,2,0,0,1000,1
Basic,699,26,5,6,5,4,1,0,100,1
Ultra,2499,56,3,1,5,6,0,1,1000,0
Basic,699,55,8,2,8,1,1,0,100,1
Basic,699,16,7,4,3,0,1,0,100,1
Premium,1499,34,4,3,8,1,0,0,500,0
Plus,999,8,4,0,2,0,0,1,200,0
Basic,699,34,7,3,7,3,1,0,100,1
Ultra,2499,39,3,3,7,2,1,0,1000,0
Basic,699,46,8,4,1,6,0,1,100,1
Basic,699,38,3,1,7,3,1,0,100,0
Premium,1499,57,10,5,3,6,0,1,500,1
Premium,1499,26,10,7,6,1,1,1,500,1
Premium,1499,22,8,0,6,5,1,0,500,1
Plus,999,55,9,7,7,5,0,0,200,1
Ultra,2499,4,3,7,0,6,1,0,1000,1
Ultra,2499,32,3,5,7,6,0,0,1000,1
Plus,999,41,7,0,0,6,0,1,200,1
Premium,1499,44,10,6,3,2,0,0,500,1
Plus,999,46,2,4,2,1,0,0,200,0
Premium,1499,58,3,3,1,2,0,1,500,0
Ultra,2499,28,1,5,2,2,0,1,1000,1
Ultra,2499,4,9,5,7,4,0,0,1000,1
Basic,699,1,8,1,0,4,0,1,100,1
Basic,699,22,0,7,7,1,1,0,100,1
Basic,699,51,2,1,5,4,0,0,100,0
Ultra,2499,13,8,3,3,5,0,1,1000,1
Premium,1499,52,2,3,0,4,0,0,500,0
Basic,699,36,4,1,2,0,1,1,100,0
Ultra,2499,30,8,2,3,3,1,1,1000,1
Premium,1499,28,0,1,5,2,1,0,500,0
Plus,999,38,2,7,4,5,1,0,200,1
Basic,699,54,4,6,1,5,0,0,100,1
Basic,699,39,1,4,7,1,1,1,100,0
Basic,699,15,4,2,6,3,1,1,100,0
Basic,699,5,6,0,2,0,0,0,100,1
Plus,999,13,5,6,0,5,0,0,200,1
Basic,699,13,0,2,7,2,0,1,100,0
Basic,699,53,1,7,7,4,0,0,100,1
Premium,1499,46,3,6,8,0,0,0,500,1
Premium,1499,50,9,7,0,1,1,1,500,1
Ultra,2499,6,6,0,5,4,0,0,1000,1
Basic,699,12,6,5,7,6,1,0,100,1
Premium,1499,22,5,5,2,3,0,1,500,1
Plus,999,36,5,3,6,0,0,0,200,1
Premium,1499,40,10,8,8,3,0,1,500,1
Plus,999,59,6,2,3,6,1,1,200,1
Ultra,2499,23,7,0,7,1,0,0,1000,1
Plus,999,46,2,8,2,3,1,1,200,1
Basic,699,50,8,4,2,5,1,0,100,1
Ultra,2499,17,9,1,5,4,0,0,1000,1
Plus,999,28,4,1,4,0,1,1,200,0
Basic,699,59,10,0,7,5,0,1,100,1
Ultra,2499,58,5,2,1,3,0,1,1000,1
Plus,999,23,4,7,3,1,0,1,200,1
Basic,699,7,6,5,4,6,0,0,100,1
Basic,699,50,3,5,8,0,0,0,100,1
Premium,1499,58,5,3,8,1,0,1,500,1
Plus,999,7,6,3,2,2,0,1,200,1
Ultra,2499,49,8,5,1,2,0,1,1000,1
Ultra,2499,27,3,0,1,1,1,1,1000,0
Basic,699,16,9,6,2,4,0,0,100,1
Premium,1499,43,2,6,1,5,0,1,500,1
Plus,999,11,6,0,2,6,1,1,200,1
Basic,699,12,2,6,6,4,0,1,100,1
Premium,1499,16,3,3,6,6,1,0,500,0
Ultra,2499,38,10,5,0,3,0,1,1000,1
Ultra,2499,56,8,1,3,2,0,1,1000,1
Plus,999,24,6,1,8,5,1,1,200,1
Premium,1499,47,3,4,7,2,1,1,500,0
Ultra,2499,47,2,1,1,6,0,1,1000,0
Premium,1499,20,9,0,3,3,0,0,500,1
Basic,699,5,1,6,4,6,1,0,100,1
Premium,1499,47,1,3,8,4,1,0,500,0
Basic,699,23,3,2,2,3,0,0,100,0
Basic,699,46,8,8,5,1,0,1,100,1
Premium,1499,11,10,7,2,5,0,0,500,1
Plus,999,28,2,1,3,1,1,1,200,0
Plus,999,22,8,8,7,6,1,0,200,1
Ultra,2499,48,9,7,7,3,0,0,1000,1
Plus,999,29,3,3,5,6,1,0,200,0
Premium,1499,29,1,5,2,4,0,0,500,1
Plus,999,49,0,4,3,0,1,0,200,0
Ultra,2499,9,4,7,0,2,0,1,1000,1
Basic,699,45,9,7,1,6,0,1,100,1
Ultra,2499,15,1,5,1,4,1,0,1000,1
Plus,999,33,6,8,8,0,0,1,200,1
Basic,699,41,5,0,7,6,1,1,100,1
Basic,699,32,9,6,5,5,1,1,100,1
Premium,1499,41,2,0,1,1,1,0,500,0
Premium,1499,17,4,8,8,6,0,0,500,1
Basic,699,16,7,2,3,2,0,0,100,1
Premium,1499,51,3,1,4,1,1,1,500,0
Plus,999,6,1,5,2,6,1,1,200,1
Basic,699,42,1,8,5,3,0,0,100,1
Plus,999,20,8,5,1,0,1,1,200,1
Ultra,2499,25,5,5,5,6,0,0,1000,1
Plus,999,60,9,6,4,1,1,1,200,1
Basic,699,27,7,3,2,4,1,0,100,1
Ultra,2499,47,6,4,1,6,1,0,1000,1
Plus,999,26,6,6,4,4,0,0,200,1
Plus,999,18,3,0,1,1,0,0,200,0
Premium,1499,43,4,0,1,1,1,0,500,0
Ultra,2499,7,0,8,5,4,1,1,1000,1
Premium,1499,14,4,0,6,5,1,1,500,0
Basic,699,52,4,7,0,2,1,1,100,1
Premium,1499,58,3,3,6,2,0,0,500,0
Ultra,2499,9,10,7,0,6,1,1,1000,1
Basic,699,13,2,8,2,6,0,1,100,1
Ultra,2499,45,4,2,7,0,1,1,1000,0
Ultra,2499,10,5,7,0,1,0,1,1000,1
Basic,699,52,3,5,5,4,1,1,100,1
Ultra,2499,13,7,8,7,5,0,1,1000,1
Premium,1499,49,9,2,7,2,1,0,500,1
Premium,1499,60,9,4,8,0,0,0,500,1
Basic,699,22,10,2,4,1,1,0,100,1
Plus,999,46,0,4,2,2,1,1,200,0
Premium,1499,36,0,8,2,5,0,0,500,1
Ultra,2499,11,0,2,1,1,1,1,1000,0
Premium,1499,21,0,6,8,1,1,1,500,1
Basic,699,12,2,5,1,5,0,1,100,1
Plus,999,58,8,2,3,4,1,1,200,1
Plus,999,22,1,5,2,6,0,1,200,1
Premium,1499,56,2,2,4,3,1,1,500,0
Ultra,2499,32,3,6,0,1,1,1,1000,1
Plus,999,59,9,4,6,1,0,1,200,1
Premium,1499,22,4,4,7,4,1,1,500,0
Ultra,2499,21,7,4,1,4,0,1,1000,1
Plus,999,33,5,2,0,2,1,1,200,1
Ultra,2499,10,4,8,0,0,0,1,1000,1
Basic,699,47,1,3,7,1,1,1,100,0
Plus,999,34,7,2,5,1,0,0,200,1
Basic,699,21,8,7,8,3,1,0,100,1
Basic,699,22,3,5,6,0,1,0,100,1
Plus,999,48,6,6,3,0,1,0,200,1
Plus,999,6,6,3,2,1,0,0,200,1
Plus,999,23,6,8,2,3,0,1,200,1
Ultra,2499,47,4,2,2,5,0,0,1000,0
Premium,1499,51,3,4,1,6,1,0,500,0
Basic,699,53,10,2,8,1,1,0,100,1
Ultra,2499,49,5,5,4,1,1,0,1000,1
Plus,999,5,6,2,4,3,1,0,200,1
Premium,1499,5,10,3,2,6,1,1,500,1
Ultra,2499,48,10,4,0,4,1,1,1000,1
Premium,1499,50,2,4,7,3,1,1,500,0
Ultra,2499,43,4,4,8,6,0,1,1000,0
Ultra,2499,20,10,1,8,5,0,0,1000,1
Premium,1499,17,10,8,8,3,1,1,500,1
Basic,699,5,8,3,4,1,1,0,100,1
Basic,699,23,8,5,8,1,0,0,100,1
Premium,1499,51,9,8,0,3,0,0,500,1
Basic,699,8,4,8,7,0,1,0,100,1
Ultra,2499,12,9,1,8,5,1,0,1000,1
Premium,1499,19,2,2,7,1,1,0,500,0
Plus,999,4,5,3,8,4,0,1,200,1
Basic,699,49,8,7,4,3,0,0,100,1
Basic,699,48,9,6,3,0,1,0,100,1
Plus,999,48,6,8,1,0,0,0,200,1
Premium,1499,17,8,8,3,3,0,0,500,1
Premium,1499,13,7,4,3,0,0,1,500,1
Ultra,2499,29,6,2,1,4,1,0,1000,1
Ultra,2499,2,1,7,6,3,1,0,1000,1
Plus,999,7,4,5,4,5,1,1,200,1
Basic,699,60,0,0,8,2,1,0,100,0
Premium,1499,10,2,4,4,1,1,0,500,0
Basic,699,12,4,3,4,4,1,1,100,0
Ultra,2499,59,3,0,3,6,1,0,1000,0
Plus,999,24,7,8,5,2,1,0,200,1
Premium,1499,18,0,1,6,3,0,0,500,0
Basic,699,60,4,4,3,5,1,1,100,0
Plus,999,21,2,7,2,4,1,1,200,1
Ultra,2499,44,2,0,6,2,0,0,1000,0
Premium,1499,13,7,8,7,5,0,0,500,1
Ultra,2499,25,1,6,3,4,1,0,1000,1
Premium,1499,48,4,6,1,4,0,1,500,1
Ultra,2499,19,9,7,3,4,1,0,1000,1
Basic,699,6,2,1,0,2,1,1,100,0
Plus,999,9,3,2,4,1,1,1,200,0
Ultra,2499,29,0,7,4,5,1,1,1000,1
Plus,999,51,10,3,1,3,0,0,200,1
Basic,699,38,10,2,2,6,1,0,100,1
Plus,999,50,9,3,6,4,1,1,200,1
Premium,1499,51,8,6,8,2,1,0,500,1
Ultra,2499,31,6,5,1,6,1,0,1000,1
Premium,1499,44,2,8,2,2,0,0,500,1
Premium,1499,47,1,1,0,5,1,1,500,0
Premium,1499,40,1,4,1,2,1,0,500,0
Ultra,2499,30,0,0,5,6,1,0,1000,0
Plus,999,35,6,5,0,4,1,0,200,1
Ultra,2499,43,10,8,6,6,1,1,1000,1
Basic,699,29,5,6,7,6,0,1,100,1
Basic,699,23,7,4,8,4,1,0,100,1
Ultra,2499,50,7,0,8,1,0,0,1000,1
Premium,1499,15,5,8,8,5,0,1,500,1
Basic,699,33,7,2,1,2,1,0,100,1
Basic,699,38,6,7,8,3,0,1,100,1
Basic,699,12,7,5,8,3,1,1,100,1
Premium,1499,32,10,5,0,5,0,0,500,1
Ultra,2499,7,6,8,7,3,0,0,1000,1
Premium,1499,57,1,3,8,1,1,1,500,0
Premium,1499,9,2,5,5,6,0,0,500,1
Basic,699,12,8,1,5,2,0,0,100,1
Premium,1499,11,2,2,2,2,1,0,500,0
Ultra,2499,13,9,1,0,2,0,0,1000,1
Basic,699,8,5,1,5,0,0,1,100,1
Plus,999,11,6,7,6,6,1,1,200,1
Premium,1499,5,4,2,4,1,0,1,500,0
Premium,1499,32,3,0,4,6,0,1,500,0
Plus,999,13,7,0,7,4,1,0,200,1
Plus,999,4,5,2,4,5,0,1,200,1
Ultra,2499,31,6,3,5,0,0,1,1000,1
Plus,999,39,0,7,5,4,1,1,200,1
Plus,999,36,2,5,4,3,1,0,200,1
Premium,1499,39,10,2,8,0,0,1,500,1
Premium,1499,19,3,6,2,3,1,1,500,1
Plus,999,1,10,6,2,4,1,1,200,1
Ultra,2499,57,10,4,5,6,1,0,1000,1
Plus,999,32,9,5,4,6,1,0,200,1
Plus,999,13,6,5,0,1,0,1,200,1
Ultra,2499,49,6,6,0,5,0,1,1000,1
Premium,1499,30,0,5,2,3,0,0,500,1
Plus,999,37,7,1,4,4,0,1,200,1
Plus,999,50,9,0,2,3,0,1,200,1
Ultra,2499,37,2,6,2,1,1,1,1000,1
Plus,999,14,0,4,2,6,0,0,200,0
Basic,699,32,7,5,8,3,0,0,100,1
Premium,1499,54,0,7,1,2,1,0,500,1
Basic,699,5,2,0,7,5,1,1,100,1
Plus,999,58,8,3,7,4,1,1,200,1
Basic,699,9,1,6,5,2,0,1,100,1
Basic,699,46,1,6,0,6,1,1,100,1
Basic,699,19,0,8,2,2,1,0,100,1
Ultra,2499,59,7,8,0,4,1,0,1000,1
Premium,1499,37,0,5,1,5,0,1,500,1
Basic,699,39,1,3,3,3,1,1,100,0
Ultra,2499,21,7,4,0,5,0,0,1000,1
Plus,999,19,8,2,3,5,0,1,200,1
Ultra,2499,13,8,4,3,3,0,0,1000,1
Plus,999,27,10,1,8,0,1,1,200,1
Ultra,2499,49,3,2,5,2,0,0,1000,0
Premium,1499,17,8,8,3,0,0,0,500,1
Ultra,2499,10,5,1,7,3,0,0,1000,1
Premium,1499,48,7,1,0,5,0,1,500,1
Plus,999,19,9,3,0,5,1,0,200,1
Premium,1499,53,6,4,1,0,0,0,500,1
Premium,1499,7,3,5,6,0,1,1,500,1
Ultra,2499,55,3,2,3,1,1,0,1000,0
Basic,699,43,3,7,7,0,0,1,100,1
Basic,699,58,6,8,8,5,1,1,100,1
Premium,1499,44,4,4,2,3,1,1,500,0
Basic,699,53,2,7,4,5,1,1,100,1
Ultra,2499,46,2,1,7,4,0,0,1000,0
Plus,999,13,5,2,0,6,1,1,200,1
Premium,1499,30,10,1,2,6,0,1,500,1
Premium,1499,39,2,6,3,5,0,1,500,1
Premium,1499,20,6,4,4,5,0,0,500,1
Premium,1499,47,3,0,4,1,0,1,500,0
Premium,1499,13,0,7,1,5,1,1,500,1
Basic,699,7,5,2,2,6,0,1,100,1
Premium,1499,26,2,7,3,5,1,0,500,1
Ultra,2499,46,10,1,1,4,1,0,1000,1
Basic,699,16,7,6,6,1,1,1,100,1
Basic,699,22,3,0,1,6,1,0,100,0
Ultra,2499,24,2,8,1,2,0,0,1000,1
Ultra,2499,10,5,3,2,6,0,1,1000,1
Basic,699,49,4,4,7,6,0,0,100,0
Ultra,2499,22,8,6,5,3,0,1,1000,1
Ultra,2499,8,6,5,5,1,0,0,1000,1
Premium,1499,31,8,1,2,0,1,1,500,1
Premium,1499,59,0,2,2,6,1,1,500,0
Plus,999,11,3,2,7,3,0,1,200,0
Ultra,2499,60,3,3,5,2,0,0,1000,0
Basic,699,52,4,2,3,4,0,1,100,0
Plus,999,28,8,8,6,4,1,0,200,1
Basic,699,39,2,5,7,5,0,0,100,1
Ultra,2499,8,7,4,0,5,1,0,1000,1
Premium,1499,17,6,0,7,0,0,1,500,1
Plus,999,25,9,0,4,3,0,1,200,1
Plus,999,13,5,3,6,6,0,1,200,1
Premium,1499,31,10,0,3,3,1,0,500,1
Basic,699,39,2,6,5,4,0,0,100,1
Plus,999,18,9,0,0,0,1,0,200,1
Premium,1499,45,5,6,2,5,1,1,500,1
Premium,1499,49,7,4,3,1,1,1,500,1
Basic,699,2,5,6,5,2,1,1,100,1
Ultra,2499,3,3,6,1,2,1,0,1000,1
Ultra,2499,59,0,7,6,2,1,1,1000,1
Plus,999,50,2,6,6,2,1,1,200,1
Basic,699,52,2,0,3,5,1,0,100,0
Basic,699,55,7,8,0,3,0,0,100,1
Ultra,2499,15,8,3,6,4,0,0,1000,1
Ultra,2499,6,6,1,7,4,0,1,1000,1
Plus,999,54,6,8,1,4,0,1,200,1
Plus,999,30,10,4,8,4,1,1,200,1
Plus,999,15,1,5,6,3,0,0,200,1
Plus,999,19,3,7,4,4,0,1,200,1
Basic,699,57,10,3,6,4,0,1,100,1
Premium,1499,53,4,1,6,6,1,1,500,0
Premium,1499,42,0,2,8,5,0,0,500,0
Basic,699,56,1,7,8,2,0,1,100,1
Premium,1499,55,6,2,2,1,1,0,500,1
Ultra,2499,44,8,0,2,5,1,0,1000,1
Premium,1499,8,6,5,6,3,0,0,500,1
Ultra,2499,44,7,8,3,4,1,1,1000,1
Premium,1499,49,4,2,1,2,1,0,500,0
Basic,699,39,6,3,4,1,1,1,100,1
Basic,699,57,8,5,3,5,1,0,100,1
Ultra,2499,28,10,2,4,3,1,1,1000,1
Basic,699,28,9,2,3,2,0,1,100,1
Premium,1499,5,5,1,0,2,0,1,500,1
Premium,1499,5,3,2,7,4,0,0,500,0
Premium,1499,40,2,8,3,1,0,1,500,1
Plus,999,13,8,4,1,0,0,1,200,1
Ultra,2499,9,2,8,6,1,0,0,1000,1
Premium,1499,18,0,7,0,0,1,0,500,1
Premium,1499,2,8,5,8,3,0,0,500,1
Basic,699,39,5,2,5,5,1,1,100,1
Ultra,2499,9,6,0,3,3,1,0,1000,1
Premium,1499,18,6,3,8,4,1,1,500,1
Premium,1499,18,3,3,5,6,1,1,500,0
Ultra,2499,16,5,7,0,5,0,1,1000,1
Basic,699,51,7,7,2,4,1,1,100,1
Plus,999,18,5,4,3,3,0,1,200,1
Basic,699,8,2,4,1,1,0,1,100,0
Basic,699,58,6,2,5,0,0,0,100,1
Premium,1499,50,3,5,1,1,0,0,500,1
Premium,1499,45,6,8,7,6,1,0,500,1
Ultra,2499,40,0,1,0,3,0,1,1000,0
Basic,699,29,6,6,2,4,0,1,100,1
Plus,999,36,1,6,2,1,0,1,200,1
Ultra,2499,12,7,7,0,5,0,1,1000,1
Premium,1499,31,0,4,3,5,0,1,500,0
Ultra,2499,15,0,2,3,3,1,0,1000,0
Premium,1499,48,3,8,2,5,0,0,500,1
Premium,1499,2,0,4,0,1,1,0,500,1
Ultra,2499,26,9,5,0,6,0,1,1000,1
Plus,999,6,6,3,5,0,1,1,200,1
Basic,699,36,0,6,7,4,0,1,100,1
Ultra,2499,39,8,5,5,6,0,1,1000,1
Plus,999,3,9,2,6,2,1,0,200,1
Premium,1499,7,3,7,7,1,1,0,500,1
Basic,699,14,8,0,3,3,0,1,100,1
Basic,699,33,0,6,1,0,1,0,100,1
Ultra,2499,45,7,5,8,6,0,1,1000,1
Plus,999,20,6,8,2,0,0,1,200,1
Basic,699,38,7,0,3,5,0,1,100,1
Plus,999,4,6,2,3,0,0,1,200,1
Plus,999,49,4,8,6,6,1,1,200,1
Ultra,2499,38,1,1,6,5,1,0,1000,0
Basic,699,33,4,3,0,0,0,1,100,0
Basic,699,36,5,3,1,2,0,1,100,1
Premium,1499,53,6,3,6,2,0,1,500,1
Ultra,2499,14,0,8,4,0,0,1,1000,1
Basic,699,18,7,8,5,5,1,0,100,1
Premium,1499,40,4,8,1,5,0,1,500,1
Premium,1499,37,4,8,3,1,0,1,500,1
Basic,699,12,4,6,0,3,1,1,100,1
Ultra,2499,37,2,0,2,1,1,0,1000,0
Premium,1499,17,10,5,0,0,1,0,500,1
Premium,1499,32,0,7,1,6,1,1,500,1
Basic,699,18,10,0,1,4,1,0,100,1
Premium,1499,40,2,5,8,0,0,0,500,1
Basic,699,46,9,5,6,0,1,0,100,1
Plus,999,44,6,2,2,6,1,0,200,1
Premium,1499,43,9,7,8,3,1,1,500,1
Ultra,2499,13,5,3,1,3,0,1,1000,1
Premium,1499,41,0,1,6,3,0,1,500,0
Premium,1499,41,5,7,1,6,1,1,500,1
Premium,1499,1,6,6,8,2,0,1,500,1
Ultra,2499,28,4,3,5,2,1,0,1000,0
Ultra,2499,7,8,8,4,4,0,0,1000,1
Plus,999,59,9,4,8,6,0,1,200,1
Plus,999,9,4,6,8,0,1,0,200,1
Basic,699,12,6,0,7,1,1,1,100,1
Basic,699,44,4,5,3,2,0,0,100,1
Basic,699,53,9,5,4,6,1,1,100,1
Basic,699,17,1,3,8,0,0,1,100,0
Basic,699,31,9,8,7,0,0,0,100,1
Basic,699,2,4,7,8,4,0,0,100,1
Plus,999,20,2,5,5,5,1,1,200,1
Ultra,2499,14,9,0,7,1,0,0,1000,1
Basic,699,13,5,5,8,6,1,0,100,1
Premium,1499,35,9,1,2,5,1,0,500,1
Premium,1499,29,4,8,7,2,1,1,500,1
Basic,699,22,7,6,4,6,1,0,100,1
